query_id,doc_id,relevance,iteration
14,7370,1,0
14,7375,1,0
14,7571,1,0
14,7690,1,0
14,7702,1,0
14,8124,1,0
14,8463,1,0
14,8563,1,0
14,9233,1,0
14,9697,1,0
14,9698,1,0
14,9794,1,0
14,9951,1,0
14,10043,1,0
14,10338,1,0
14,11314,1,0
15,260,1,0
15,417,1,0
15,1304,1,0
15,1829,1,0
15,1848,1,0
15,2064,1,0
15,3065,1,0
15,3276,1,0
15,3483,1,0
15,3719,1,0
15,3963,1,0
15,4331,1,0
15,4821,1,0
15,4930,1,0
15,5773,1,0
15,5849,1,0
15,5858,1,0
15,5863,1,0
15,6441,1,0
15,6520,1,0
15,6763,1,0
15,7297,1,0
15,7699,1,0
15,7705,1,0
15,8197,1,0
15,8245,1,0
15,8329,1,0
15,8435,1,0
15,9542,1,0
15,9790,1,0
15,10025,1,0
15,10625,1,0
16,648,1,0
16,3158,1,0
16,3515,1,0
16,3882,1,0
16,4087,1,0
16,4616,1,0
16,4630,1,0
16,5259,1,0
16,5267,1,0
16,6085,1,0
16,6141,1,0
16,6239,1,0
16,6815,1,0
16,6884,1,0
16,6895,1,0
16,7092,1,0
16,7158,1,0
16,7469,1,0
16,7560,1,0
16,7699,1,0
16,8241,1,0
16,8245,1,0
16,9199,1,0
16,9685,1,0
16,10319,1,0
16,11310,1,0
17,91,1,0
17,93,1,0
17,94,1,0
17,119,1,0
17,343,1,0
17,496,1,0
17,742,1,0
17,1128,1,0
17,1671,1,0
17,2876,1,0
17,4151,1,0
17,5226,1,0
17,9247,1,0
17,9481,1,0
17,9486,1,0
17,9729,1,0
17,9741,1,0
17,10835,1,0
17,10836,1,0
17,10979,1,0
17,10981,1,0
17,10983,1,0
17,11128,1,0
18,93,1,0
18,345,1,0
18,739,1,0
18,1290,1,0
18,2121,1,0
18,4150,1,0
18,4685,1,0
18,4883,1,0
18,5226,1,0
18,5709,1,0
18,6315,1,0
18,8798,1,0
18,9138,1,0
19,84,1,0
19,90,1,0
19,342,1,0
19,477,1,0
19,736,1,0
19,738,1,0
19,875,1,0
19,1004,1,0
19,1407,1,0
19,1670,1,0
19,1799,1,0
19,1908,1,0
19,2112,1,0
19,2895,1,0
19,3444,1,0
19,4161,1,0
19,4510,1,0
19,7044,1,0
19,7615,1,0
19,8757,1,0
19,9053,1,0
19,10001,1,0
19,10693,1,0
19,11127,1,0
20,893,1,0
20,2506,1,0
20,3446,1,0
20,3569,1,0
20,4796,1,0
20,4797,1,0
20,5508,1,0
20,5938,1,0
20,5939,1,0
20,6211,1,0
20,6218,1,0
20,6221,1,0
20,6228,1,0
20,6491,1,0
20,7059,1,0
20,7060,1,0
20,7426,1,0
20,7853,1,0
20,8177,1,0
20,8603,1,0
20,8621,1,0
20,10588,1,0
20,10686,1,0
21,77,1,0
21,478,1,0
21,494,1,0
21,577,1,0
21,621,1,0
21,757,1,0
21,874,1,0
21,905,1,0
21,907,1,0
21,995,1,0
21,996,1,0
21,997,1,0
21,1263,1,0
21,1274,1,0
21,1907,1,0
21,2013,1,0
21,2109,1,0
21,2118,1,0
21,2146,1,0
21,2153,1,0
21,2900,1,0
21,2905,1,0
21,3018,1,0
21,3116,1,0
21,3918,1,0
21,4508,1,0
21,5099,1,0
21,5326,1,0
21,5596,1,0
21,5713,1,0
21,5925,1,0
21,6302,1,0
21,7518,1,0
21,7864,1,0
21,8178,1,0
21,8621,1,0
21,8769,1,0
21,9156,1,0
21,10130,1,0
21,10138,1,0
21,10279,1,0
21,10590,1,0
21,10715,1,0
21,10716,1,0
21,10871,1,0
21,10962,1,0
21,11153,1,0
21,11154,1,0
21,11264,1,0
21,11411,1,0
22,91,1,0
22,94,1,0
22,95,1,0
22,483,1,0
22,608,1,0
22,736,1,0
22,876,1,0
22,879,1,0
22,912,1,0
22,1004,1,0
22,1262,1,0
22,1264,1,0
22,1404,1,0
22,1556,1,0
22,1695,1,0
22,2032,1,0
22,2124,1,0
22,2407,1,0
22,2505,1,0
22,2538,1,0
22,2864,1,0
22,3445,1,0
22,3446,1,0
22,3922,1,0
22,4035,1,0
22,4166,1,0
22,4395,1,0
22,4508,1,0
22,5535,1,0
22,5940,1,0
22,5943,1,0
22,6026,1,0
22,6027,1,0
22,6221,1,0
22,6403,1,0
22,6408,1,0
22,6588,1,0
22,6593,1,0
22,7426,1,0
22,7427,1,0
22,7524,1,0
22,7538,1,0
22,8083,1,0
22,8621,1,0
22,9025,1,0
22,9053,1,0
22,9054,1,0
22,9246,1,0
22,9247,1,0
22,9248,1,0
22,9249,1,0
22,9394,1,0
22,9490,1,0
22,9627,1,0
22,10281,1,0
22,10423,1,0
22,10447,1,0
22,10554,1,0
22,10578,1,0
22,10686,1,0
22,10832,1,0
22,11131,1,0
22,11388,1,0
22,11394,1,0
22,11410,1,0
23,81,1,0
23,473,1,0
23,3113,1,0
23,3799,1,0
23,4145,1,0
23,4497,1,0
23,4577,1,0
23,4784,1,0
23,4882,1,0
23,5313,1,0
23,5397,1,0
23,5593,1,0
23,5702,1,0
23,6303,1,0
23,6305,1,0
23,6659,1,0
23,7609,1,0
23,7847,1,0
23,8281,1,0
23,10962,1,0
24,77,1,0
24,471,1,0
24,998,1,0
24,1244,1,0
24,1395,1,0
24,1788,1,0
24,1789,1,0
24,1790,1,0
24,1794,1,0
24,2380,1,0
24,3334,1,0
24,3354,1,0
24,3437,1,0
24,3438,1,0
24,3554,1,0
24,4577,1,0
24,4784,1,0
24,4785,1,0
24,5519,1,0
24,5593,1,0
24,5702,1,0
24,5703,1,0
24,6304,1,0
24,6305,1,0
24,6306,1,0
24,6485,1,0
24,6657,1,0
24,6663,1,0
24,7608,1,0
24,8069,1,0
24,8070,1,0
24,8179,1,0
24,8396,1,0
24,8399,1,0
24,8897,1,0
24,9135,1,0
24,9908,1,0
24,10257,1,0
24,10818,1,0
25,80,1,0
25,88,1,0
25,328,1,0
25,329,1,0
25,1011,1,0
25,1128,1,0
25,1265,1,0
25,1395,1,0
25,1650,1,0
25,1663,1,0
25,1671,1,0
25,1796,1,0
25,1797,1,0
25,2016,1,0
25,2503,1,0
25,2628,1,0
25,2632,1,0
25,3111,1,0
25,3113,1,0
25,3351,1,0
25,3807,1,0
25,3918,1,0
25,4007,1,0
25,4028,1,0
25,4136,1,0
25,4138,1,0
25,4380,1,0
25,4881,1,0
25,5305,1,0
25,5328,1,0
25,5508,1,0
25,5594,1,0
25,5702,1,0
25,5713,1,0
25,5800,1,0
25,5907,1,0
25,5923,1,0
25,6300,1,0
25,6303,1,0
25,6305,1,0
25,6398,1,0
25,7029,1,0
25,7226,1,0
25,7518,1,0
25,7609,1,0
25,7613,1,0
25,7969,1,0
25,8165,1,0
25,8175,1,0
25,8179,1,0
25,8386,1,0
25,8396,1,0
25,8602,1,0
25,8617,1,0
25,8621,1,0
25,8741,1,0
25,8910,1,0
25,9135,1,0
25,9729,1,0
25,9907,1,0
25,10229,1,0
25,10523,1,0
25,10556,1,0
25,10835,1,0
25,10959,1,0
25,10960,1,0
25,10966,1,0
25,10980,1,0
25,11016,1,0
25,11108,1,0
25,11112,1,0
25,11235,1,0
25,11381,1,0
26,80,1,0
26,81,1,0
26,88,1,0
26,328,1,0
26,329,1,0
26,580,1,0
26,1011,1,0
26,1395,1,0
26,1663,1,0
26,1789,1,0
26,1794,1,0
26,2016,1,0
26,2628,1,0
26,2632,1,0
26,3111,1,0
26,3351,1,0
26,3807,1,0
26,3917,1,0
26,4028,1,0
26,4881,1,0
26,5328,1,0
26,5329,1,0
26,5594,1,0
26,5702,1,0
26,5713,1,0
26,5800,1,0
26,5923,1,0
26,6299,1,0
26,6301,1,0
26,6303,1,0
26,6304,1,0
26,6305,1,0
26,6398,1,0
26,6485,1,0
26,6663,1,0
26,6842,1,0
26,7028,1,0
26,7029,1,0
26,7224,1,0
26,7226,1,0
26,7613,1,0
26,7969,1,0
26,8078,1,0
26,8179,1,0
26,8396,1,0
26,8741,1,0
26,8929,1,0
26,9135,1,0
26,9907,1,0
26,10958,1,0
26,10959,1,0
26,11108,1,0
26,11235,1,0
27,124,1,0
27,914,1,0
27,1048,1,0
27,1154,1,0
27,1703,1,0
27,2534,1,0
27,2779,1,0
27,3132,1,0
27,3590,1,0
27,3825,1,0
27,3830,1,0
27,5224,1,0
27,5226,1,0
27,5335,1,0
27,5622,1,0
27,5623,1,0
27,5947,1,0
27,5948,1,0
27,6855,1,0
27,7774,1,0
27,7869,1,0
27,8517,1,0
27,8789,1,0
27,9160,1,0
27,9268,1,0
27,9754,1,0
27,9847,1,0
27,9848,1,0
28,4720,1,0
28,5472,1,0
28,5583,1,0
28,5850,1,0
28,7482,1,0
28,7515,1,0
28,8230,1,0
28,8441,1,0
29,1116,1,0
29,1403,1,0
29,3004,1,0
29,3343,1,0
29,4143,1,0
29,5394,1,0
29,6018,1,0
29,8398,1,0
29,8636,1,0
29,9133,1,0
29,9840,1,0
30,1284,1,0
30,3464,1,0
30,5304,1,0
30,8782,1,0
30,9376,1,0
30,9511,1,0
30,10290,1,0
31,1246,1,0
31,1389,1,0
31,2742,1,0
31,3553,1,0
31,4135,1,0
31,4492,1,0
31,4875,1,0
31,8615,1,0
31,8895,1,0
31,10095,1,0
31,11213,1,0
32,914,1,0
32,1703,1,0
32,1705,1,0
32,1822,1,0
32,1932,1,0
32,4297,1,0
32,4802,1,0
32,5226,1,0
32,5535,1,0
32,8790,1,0
32,8944,1,0
32,9160,1,0
32,10456,1,0
33,2768,1,0
33,4584,1,0
33,6134,1,0
33,6223,1,0
33,7236,1,0
33,7863,1,0
33,9050,1,0
33,11262,1,0
34,362,1,0
34,363,1,0
34,2413,1,0
34,2775,1,0
34,4369,1,0
34,5070,1,0
34,5530,1,0
34,9753,1,0
34,11263,1,0
35,115,1,0
35,369,1,0
35,616,1,0
35,617,1,0
35,1429,1,0
35,1558,1,0
35,1571,1,0
35,2144,1,0
35,2403,1,0
35,2900,1,0
35,2908,1,0
35,3021,1,0
35,3124,1,0
35,3455,1,0
35,3570,1,0
35,3703,1,0
35,3817,1,0
35,3922,1,0
35,4154,1,0
35,4287,1,0
35,4510,1,0
35,5945,1,0
35,6499,1,0
35,8187,1,0
35,8513,1,0
35,9036,1,0
35,10120,1,0
35,10574,1,0
35,10854,1,0
35,10996,1,0
36,2674,1,0
36,5955,1,0
36,6029,1,0
36,6940,1,0
36,8321,1,0
36,10302,1,0
36,10589,1,0
36,10654,1,0
37,86,1,0
37,1007,1,0
37,1008,1,0
37,1124,1,0
37,1251,1,0
37,1252,1,0
37,1402,1,0
37,2113,1,0
37,2256,1,0
37,3441,1,0
37,5198,1,0
37,8783,1,0
37,8909,1,0
37,9001,1,0
37,9132,1,0
37,9221,1,0
37,9484,1,0
37,9485,1,0
37,9636,1,0
37,10271,1,0
37,10548,1,0
37,10973,1,0
37,10974,1,0
37,11246,1,0
37,11383,1,0
38,213,1,0
38,332,1,0
38,598,1,0
38,1248,1,0
38,2253,1,0
38,2648,1,0
38,2744,1,0
38,8736,1,0
38,10103,1,0
38,10826,1,0
38,10828,1,0
38,10969,1,0
39,909,1,0
39,7063,1,0
39,8295,1,0
39,9758,1,0
39,11277,1,0
40,213,1,0
40,330,1,0
40,475,1,0
40,476,1,0
40,579,1,0
40,581,1,0
40,863,1,0
40,1003,1,0
40,1783,1,0
40,2254,1,0
40,2744,1,0
40,2745,1,0
40,2746,1,0
40,3228,1,0
40,3802,1,0
40,4153,1,0
40,4874,1,0
40,5917,1,0
40,8732,1,0
40,8901,1,0
40,9018,1,0
40,9363,1,0
40,9482,1,0
40,10112,1,0
40,10565,1,0
40,10566,1,0
40,10967,1,0
40,10969,1,0
40,11121,1,0
41,145,1,0
41,399,1,0
41,515,1,0
41,516,1,0
41,517,1,0
41,773,1,0
41,775,1,0
41,923,1,0
41,924,1,0
41,951,1,0
41,1055,1,0
41,1195,1,0
41,1307,1,0
41,1597,1,0
41,1712,1,0
41,1714,1,0
41,2176,1,0
41,2180,1,0
41,2284,1,0
41,2291,1,0
41,2428,1,0
41,2679,1,0
41,2790,1,0
41,2930,1,0
41,2938,1,0
41,2939,1,0
41,3037,1,0
41,3141,1,0
41,3373,1,0
41,3375,1,0
41,3599,1,0
41,3939,1,0
41,3945,1,0
41,3953,1,0
41,3954,1,0
41,4187,1,0
41,4311,1,0
41,4313,1,0
41,4594,1,0
41,4596,1,0
41,4709,1,0
41,4811,1,0
41,5016,1,0
41,5244,1,0
41,5428,1,0
41,5436,1,0
41,5446,1,0
41,5452,1,0
41,6048,1,0
41,6049,1,0
41,6050,1,0
41,6236,1,0
41,7876,1,0
41,8098,1,0
41,8218,1,0
41,8307,1,0
41,8310,1,0
41,8424,1,0
41,8527,1,0
41,8800,1,0
41,8805,1,0
41,8810,1,0
41,8811,1,0
41,8818,1,0
41,9062,1,0
41,9070,1,0
41,9073,1,0
41,9165,1,0
41,9168,1,0
41,9270,1,0
41,9403,1,0
41,9534,1,0
41,9930,1,0
41,10021,1,0
41,10023,1,0
41,10157,1,0
41,10472,1,0
41,10614,1,0
41,10615,1,0
41,11049,1,0
41,11165,1,0
41,11168,1,0
41,11170,1,0
41,11293,1,0
42,263,1,0
42,1713,1,0
42,2423,1,0
42,2427,1,0
42,2450,1,0
42,2455,1,0
42,2933,1,0
42,3372,1,0
42,3719,1,0
42,3948,1,0
42,4062,1,0
42,4309,1,0
42,4810,1,0
42,5018,1,0
42,5137,1,0
42,5150,1,0
42,5200,1,0
42,5444,1,0
42,5633,1,0
42,5686,1,0
42,5839,1,0
42,5841,1,0
42,6045,1,0
42,6147,1,0
42,6424,1,0
42,6428,1,0
42,6514,1,0
42,6515,1,0
42,7789,1,0
42,8101,1,0
42,8422,1,0
42,9926,1,0
42,9928,1,0
42,10368,1,0
42,11024,1,0
42,11034,1,0
43,2450,1,0
43,3372,1,0
43,4064,1,0
43,4309,1,0
43,5832,1,0
43,5851,1,0
43,6232,1,0
44,2041,1,0
44,2928,1,0
44,2937,1,0
44,3595,1,0
44,5430,1,0
44,6512,1,0
44,7989,1,0
44,8099,1,0
45,3607,1,0
45,3716,1,0
45,3941,1,0
45,4195,1,0
45,10324,1,0
46,147,1,0
46,402,1,0
46,1055,1,0
46,1586,1,0
46,2546,1,0
46,2788,1,0
46,2817,1,0
46,3140,1,0
46,3143,1,0
46,3145,1,0
46,3373,1,0
46,3485,1,0
46,3599,1,0
46,3720,1,0
46,3939,1,0
46,3940,1,0
46,4054,1,0
46,4057,1,0
46,4059,1,0
46,4180,1,0
46,4311,1,0
46,4312,1,0
46,4549,1,0
46,4596,1,0
46,4709,1,0
46,5237,1,0
46,5431,1,0
46,5435,1,0
46,5733,1,0
46,6052,1,0
46,6237,1,0
46,6337,1,0
46,6614,1,0
46,7287,1,0
46,7674,1,0
46,7877,1,0
46,7988,1,0
46,8099,1,0
46,8113,1,0
46,8426,1,0
46,8436,1,0
46,8531,1,0
46,8804,1,0
46,8806,1,0
46,10473,1,0
46,11178,1,0
46,11321,1,0
47,133,1,0
47,667,1,0
47,812,1,0
47,1299,1,0
47,1487,1,0
47,1626,1,0
47,1972,1,0
47,2082,1,0
47,2084,1,0
47,2465,1,0
47,3043,1,0
47,3076,1,0
47,3188,1,0
47,3530,1,0
47,3754,1,0
47,3755,1,0
47,4103,1,0
47,4104,1,0
47,4446,1,0
47,5887,1,0
47,6550,1,0
47,6908,1,0
47,7818,1,0
47,7913,1,0
47,8025,1,0
47,8466,1,0
47,8467,1,0
47,10364,1,0
47,10365,1,0
47,11053,1,0
47,11326,1,0
47,11327,1,0
48,776,1,0
48,1934,1,0
48,2178,1,0
49,662,1,0
49,1159,1,0
49,2667,1,0
49,3536,1,0
49,4209,1,0
49,5349,1,0
49,10046,1,0
50,9864,1,0
51,11,1,0
51,5030,1,0
51,5551,1,0
51,6245,1,0
51,6246,1,0
51,6777,1,0
51,6779,1,0
51,6878,1,0
51,7074,1,0
51,7464,1,0
51,7488,1,0
51,7717,1,0
51,7798,1,0
51,8223,1,0
51,8535,1,0
51,8677,1,0
52,515,1,0
52,516,1,0
52,636,1,0
52,811,1,0
52,1307,1,0
52,2050,1,0
52,2424,1,0
52,2679,1,0
52,3599,1,0
52,8647,1,0
52,8810,1,0
52,9070,1,0
52,9277,1,0
52,9278,1,0
52,9316,1,0
52,9403,1,0
52,10023,1,0
52,10163,1,0
52,10325,1,0
52,10614,1,0
52,10616,1,0
52,10618,1,0
52,10876,1,0
52,11030,1,0
52,11170,1,0
53,957,1,0
53,2815,1,0
53,3648,1,0
53,4100,1,0
53,5056,1,0
53,5178,1,0
53,7019,1,0
53,7794,1,0
53,8561,1,0
53,8569,1,0
53,9406,1,0
53,9806,1,0
53,9877,1,0
53,9967,1,0
53,9968,1,0
53,10033,1,0
53,11030,1,0
54,143,1,0
54,924,1,0
54,1455,1,0
54,1458,1,0
54,3610,1,0
54,8021,1,0
54,8214,1,0
54,8652,1,0
54,8951,1,0
54,10745,1,0
55,30,1,0
55,161,1,0
55,530,1,0
55,949,1,0
55,2076,1,0
55,3147,1,0
55,3162,1,0
55,3743,1,0
55,4209,1,0
55,4953,1,0
55,6452,1,0
55,8316,1,0
55,10479,1,0
56,45,1,0
56,144,1,0
56,439,1,0
56,442,1,0
56,541,1,0
56,676,1,0
56,678,1,0
56,808,1,0
56,1087,1,0
56,1091,1,0
56,1165,1,0
56,1195,1,0
56,1200,1,0
56,1201,1,0
56,1202,1,0
56,1497,1,0
56,2342,1,0
56,2793,1,0
56,3185,1,0
56,3191,1,0
56,3194,1,0
56,3295,1,0
56,3531,1,0
56,3761,1,0
56,3871,1,0
56,3988,1,0
56,4100,1,0
56,4488,1,0
56,8686,1,0
56,8973,1,0
56,9091,1,0
56,9314,1,0
56,9319,1,0
56,9578,1,0
56,10370,1,0
56,10776,1,0
56,11204,1,0
56,11205,1,0
56,11336,1,0
57,1049,1,0
57,3708,1,0
57,4183,1,0
57,4412,1,0
57,4614,1,0
57,4705,1,0
57,6138,1,0
57,6947,1,0
57,9301,1,0
57,11304,1,0
58,4705,1,0
58,5985,1,0
58,6332,1,0
58,6535,1,0
58,6600,1,0
58,6857,1,0
58,7401,1,0
58,7503,1,0
58,7763,1,0
58,8016,1,0
59,9524,1,0
60,10182,1,0
60,10503,1,0
60,10630,1,0
61,91,1,0
61,94,1,0
61,118,1,0
61,743,1,0
61,893,1,0
61,1027,1,0
61,1040,1,0
61,1764,1,0
61,1996,1,0
61,2155,1,0
61,2280,1,0
61,2407,1,0
61,2416,1,0
61,3771,1,0
61,4148,1,0
61,4369,1,0
61,5785,1,0
61,6038,1,0
61,6221,1,0
61,6222,1,0
61,6315,1,0
61,6502,1,0
61,7065,1,0
61,7145,1,0
61,7239,1,0
61,7427,1,0
61,7442,1,0
61,7849,1,0
61,8294,1,0
61,8518,1,0
61,8768,1,0
61,8792,1,0
61,9054,1,0
61,9157,1,0
61,9246,1,0
61,9490,1,0
61,9513,1,0
61,9728,1,0
61,10686,1,0
61,10869,1,0
61,11277,1,0
61,11279,1,0
62,6,1,0
62,1619,1,0
62,1863,1,0
62,1966,1,0
62,2425,1,0
62,2695,1,0
62,2698,1,0
62,4735,1,0
62,5169,1,0
62,5645,1,0
62,6776,1,0
62,6778,1,0
62,7267,1,0
62,7464,1,0
62,7674,1,0
62,8341,1,0
62,9298,1,0
62,10357,1,0
62,11171,1,0
62,11321,1,0
62,11322,1,0
63,4080,1,0
63,5562,1,0
63,5661,1,0
63,5860,1,0
63,5979,1,0
63,6530,1,0
63,6791,1,0
63,6792,1,0
63,6955,1,0
63,6974,1,0
63,7199,1,0
63,7304,1,0
63,7375,1,0
63,7694,1,0
63,8002,1,0
63,8550,1,0
63,8551,1,0
63,8827,1,0
63,8957,1,0
63,9288,1,0
63,9418,1,0
63,9698,1,0
63,9951,1,0
63,10039,1,0
63,10175,1,0
63,10339,1,0
63,10486,1,0
63,10755,1,0
63,10756,1,0
63,11311,1,0
64,552,1,0
64,982,1,0
64,983,1,0
64,994,1,0
64,2732,1,0
64,3998,1,0
64,5693,1,0
64,6119,1,0
64,6375,1,0
64,6720,1,0
64,6822,1,0
64,6916,1,0
64,7003,1,0
64,7006,1,0
64,7215,1,0
64,7319,1,0
64,7729,1,0
64,8062,1,0
64,8146,1,0
64,9821,1,0
64,10785,1,0
64,10800,1,0
65,3785,1,0
65,5470,1,0
65,6783,1,0
65,7565,1,0
66,308,1,0
66,459,1,0
66,3332,1,0
66,3791,1,0
66,4017,1,0
66,5782,1,0
66,6565,1,0
66,7747,1,0
67,313,1,0
67,1379,1,0
67,1882,1,0
67,2225,1,0
67,3538,1,0
67,4119,1,0
67,5086,1,0
67,5498,1,0
67,5904,1,0
67,5915,1,0
67,6642,1,0
67,6732,1,0
67,7324,1,0
67,7739,1,0
67,8386,1,0
67,8699,1,0
67,8904,1,0
67,8905,1,0
67,9109,1,0
67,9673,1,0
67,9825,1,0
67,10533,1,0
67,10784,1,0
67,10832,1,0
67,11209,1,0
67,11210,1,0
67,11241,1,0
68,961,1,0
68,1085,1,0
68,1325,1,0
68,3065,1,0
68,3472,1,0
68,3733,1,0
68,3835,1,0
68,3982,1,0
68,4190,1,0
68,4303,1,0
68,4350,1,0
68,4355,1,0
68,4621,1,0
68,5044,1,0
68,5367,1,0
68,5879,1,0
68,6096,1,0
68,6513,1,0
68,6602,1,0
68,6714,1,0
68,6903,1,0
68,6973,1,0
68,7107,1,0
68,7258,1,0
68,7262,1,0
68,8005,1,0
68,8348,1,0
68,8449,1,0
68,9420,1,0
68,9700,1,0
68,9797,1,0
68,9921,1,0
68,10045,1,0
69,1070,1,0
69,1954,1,0
69,3504,1,0
69,3523,1,0
69,3615,1,0
69,4438,1,0
69,4612,1,0
69,5044,1,0
69,5753,1,0
69,6349,1,0
69,6549,1,0
69,6974,1,0
69,10043,1,0
69,11312,1,0
70,4341,1,0
70,6899,1,0
70,8194,1,0
70,9953,1,0
70,10758,1,0
71,143,1,0
71,643,1,0
71,1176,1,0
71,1182,1,0
71,1862,1,0
71,2801,1,0
71,3281,1,0
71,3978,1,0
71,4414,1,0
71,4453,1,0
